رتبه 1 تا 10:
شما در رشته محل های زیر بصورت خوشبینانه شانس قبولی دارید :

رشته قبولی	رتبه کشوری	رتبه در سهمیه	نظام آموزشی	شهر	جنسیت
تکنولوژی اتاق عمل - دانشگاه علوم پزشکی تهران - روزانه	13058	3794	نظام جدید	تهران	مرد
علوم تغذیه - دانشگاه علوم پزشکی اصفهان - روزانه	13097	3809	نظام جدید	اصفهان	زن
دکتری عمومی دامپزشکی - دانشگاه ارومیه - روزانه	13114	3814	نظام جدید	تبریز	مرد
پزشکی - دانشگاه علوم پزشکی شیراز - مناطق محروم	13114	3814	نظام جدید	شیراز	زن
شنوایی شناسی - دانشگاه علوم پزشکی شهید بهشتی - پردیس خودگردان یا ظرفیت مازاد	13114	3814	نظام جدید	مشهد	زن
پرستاری - دانشگاه علوم پزشکی شهید بهشتی - روزانه	13337	3856	نظام جدید	تهران	زن
پرستاری - دانشگاه علوم پزشکی تهران - پردیس خودگردان یا ظرفیت مازاد	13337	3856	نظام جدید	تهران	زن
شنوایی شناسی - دانشگاه علوم پزشکی بابل - روزانه	13337	3856	نظام جدید	تهران	زن
مدیریت مالی - دانشگاه شهید بهشتی - تهران - روزانه	13367	3861	نظام جدید	تهران	زن
دکتری عمومی دامپزشکی - دانشگاه آزاد اسلامی واحد گرمسار - دانشگاه آزاد	13367	3861	نظام جدید	تهران	مرد
پزشکی - دانشگاه علوم پزشکی ایران - مناطق محروم	13458	3887	نظام جدید	تهران	مرد
زمین شناسی - دانشگاه تهران - روزانه	13476	3890	نظام جدید	تهران	مرد
ساخت پروتز های دندانی - دانشگاه علوم پزشکی سبزوار - روزانه	13491	3894	نظام جدید	تبریز	زن
پرستاری - دانشگاه علوم پزشکی کرج - روزانه	13534	3904	نظام جدید	تبریز	مرد
زیست شناسی سلولی و مولکولی - دانشگاه اصفهان - نوبت دوم (شبانه)	13590	3914	نظام جدید	اصفهان	زن

رتبه 3200 تا 3400:
شما در رشته محل های زیر بصورت خوشبینانه شانس قبولی دارید :

رشته قبولی	رتبه کشوری	رتبه در سهمیه	نظام آموزشی	شهر	جنسیت
پزشکی - دانشگاه علوم پزشکی بندر عباس - روزانه	8253	2480	نظام جدید	اصفهان	زن
پزشکی - دانشگاه علوم پزشکی تهران - مناطق محروم	8273	2486	نظام جدید	تهران	مرد
پزشکی - دانشگاه آزاد اسلامی واحد یزد - دانشگاه آزاد	8273	2486	نظام جدید	تهران	مرد
پزشکی - دانشگاه علوم پزشکی شاهرود - پردیس خودگردان یا ظرفیت مازاد	8298	2494	نظام جدید	تهران	مرد
پزشکی - دانشگاه علوم پزشکی گناباد - پردیس خودگردان یا ظرفیت مازاد	8308	2497	نظام جدید	مشهد	مرد
پزشکی - دانشگاه علوم پزشکی بندر عباس - روزانه	8308	2497	نظام جدید	شیراز	مرد
پزشکی - دانشگاه علوم پزشکی مشهد - مناطق محروم	8347	2507	نظام جدید	مشهد	مرد
پزشکی - دانشگاه علوم پزشکی گلستان -گرگان - پردیس خودگردان یا ظرفیت مازاد	8355	2511	نظام جدید	تهران	مرد
پزشکی - دانشگاه آزاد اسلامی واحد قم - دانشگاه آزاد	8355	2511	نظام جدید	تهران	مرد
پزشکی - دانشگاه علوم پزشکی تبریز - مناطق محروم	8369	2517	نظام جدید	تبریز	زن
پزشکی - دانشگاه علوم پزشکی تبریز - مناطق محروم	8369	2517	نظام جدید	تبریز	زن
پزشکی - دانشگاه علوم پزشکی تهران - مناطق محروم	8384	2523	نظام جدید	تهران	زن
فیزیوتراپی - دانشگاه علوم پزشکی اصفهان - روزانه	8408	2526	نظام جدید	اصفهان	زن
پزشکی - دانشگاه علوم پزشکی تبریز - مناطق محروم	8439	2531	نظام جدید	تبریز	زن
پزشکی - دانشگاه علوم پزشکی تهران - مناطق محروم	8452	2536	نظام جدید	تهران	مرد
پزشکی - دانشگاه شاهد-تهران - روزانه	8474	2544	نظام جدید	کرج	مرد
پزشکی - دانشگاه علوم پزشکی جندی شاپور- اهواز - روزانه	8474	2544	نظام جدید	تهران	مرد
پزشکی - دانشگاه علوم پزشکی یزد - پردیس خودگردان یا ظرفیت مازاد	8483	2548	نظام جدید	تهران	زن
پزشکی - دانشگاه علوم پزشکی تبریز - مناطق محروم	8483	2548	نظام جدید	تبریز	مرد
پزشکی - دانشگاه علوم پزشکی زاهدان - روزانه	8561	2567	نظام جدید	مشهد	زن
پزشکی - دانشگاه علوم پزشکی لرستان - خرم آباد - پردیس خودگردان یا ظرفیت مازاد	8592	2572	نظام جدید	تهران	مرد
پزشکی - دانشگاه علوم پزشکی شهید بهشتی - مناطق محروم	8615	2577	نظام جدید	تهران	زن
پزشکی - دانشگاه علوم پزشکی تهران - مناطق محروم	8625	2580	نظام جدید	تهران	مرد
پزشکی - دانشگاه علوم پزشکی تبریز - مناطق محروم	8648	2586	نظام جدید	تبریز	مرد
پزشکی - دانشگاه علوم پزشکی اصفهان - مناطق محروم	8648	2586	نظام جدید	اصفهان	زن
داروسازی - دانشگاه علوم پزشکی بندر عباس - روزانه	8658	2588	نظام جدید	تبریز	زن
پزشکی - دانشگاه علوم پزشکی تبریز - مناطق محروم	8700	2599	نظام جدید	تبریز	زن
پزشکی - دانشگاه علوم پزشکی تبریز - مناطق محروم	8700	2599	نظام جدید	تبریز	مرد
دکتری عمومی دامپزشکی - دانشگاه تهران - روزانه	8712	2603	نظام جدید	شیراز	مرد
پزشکی - دانشگاه علوم پزشکی بم - روزانه	8731	2609	نظام جدید	اصفهان	مرد
پزشکی - دانشگاه علوم پزشکی جهرم - پردیس خودگردان یا ظرفیت مازاد	8753	2615	نظام جدید	شیراز	مرد
پزشکی - دانشگاه علوم پزشکی مشهد - مناطق محروم	8802	2625	نظام جدید	مشهد	زن
فیزیوتراپی - دانشگاه علوم بهزیستی و توانبخشی تهران - روزانه	8848	2637	نظام جدید	تهران	مرد
پزشکی - دانشگاه علوم پزشکی گناباد - پردیس خودگردان یا ظرفیت مازاد	8902	2655	نظام جدید	مشهد	مرد
پزشکی - دانشگاه علوم پزشکی تبریز - مناطق محروم	8951	2665	نظام جدید	تبریز	مرد
پزشکی - دانشگاه علوم پزشکی جندی شاپور- اهواز - پردیس خودگردان یا ظرفیت مازاد	8951	2665	نظام جدید	تهران	مرد
پزشکی - دانشگاه آزاد اسلامی واحد ساری - پردیس خودگردان یا ظرفیت مازاد	8993	2674	نظام جدید	کرج	مرد
پزشکی - دانشگاه علوم پزشکی زابل - روزانه	9006	2677	نظام جدید	مشهد	مرد
فیزیوتراپی - دانشگاه علوم پزشکی مشهد - روزانه	9021	2680	نظام جدید	مشهد	زن
پزشکی - دانشگاه آزاد اسلامی واحد ساری - پردیس خودگردان یا ظرفیت مازاد	9037	2686	نظام جدید	تهران	زن
پزشکی - دانشگاه علوم پزشکی یاسوج - پردیس خودگردان یا ظرفیت مازاد	9051	2692	نظام جدید	شیراز	زن
پزشکی - دانشگاه علوم پزشکی جندی شاپور- اهواز - پردیس خودگردان یا ظرفیت مازاد	9051	2692	نظام جدید	تهران	زن
میکروبیولوژی - دانشگاه تهران - روزانه	9065	2696	نظام جدید	مشهد	زن
داروسازی - دانشگاه آزاد اسلامی واحد آیت اله املی - دانشگاه آزاد	9078	2700	نظام جدید	تهران	زن
پزشکی - دانشگاه علوم پزشکی ایرانشهر - روزانه	9078	2700	نظام جدید	تهران	مرد
پزشکی - دانشگاه علوم پزشکی کرمان - پردیس خودگردان یا ظرفیت مازاد	9103	2706	نظام جدید	مشهد	زن
داروسازی - دانشگاه علوم پزشکی کرمان - روزانه	9141	2714	نظام جدید	اصفهان	زن
پزشکی - دانشگاه علوم پزشکی اصفهان - مناطق محروم	9155	2720	نظام جدید	اصفهان	مرد
پزشکی - دانشگاه علوم پزشکی یاسوج - پردیس خودگردان یا ظرفیت مازاد	9170	2726	نظام جدید	تهران	مرد
داروسازی - دانشگاه علوم پزشکی اردبیل - پردیس خودگردان یا ظرفیت مازاد	9193	2734	نظام جدید	تبریز	زن
پزشکی - دانشگاه آزاد اسلامی واحد ساری - پردیس خودگردان یا ظرفیت مازاد	9220	2742	نظام جدید	تهران	زن
فیزیوتراپی - دانشگاه علوم پزشکی تبریز - روزانه	9252	2750	نظام جدید	تبریز	زن
پزشکی - دانشگاه علوم پزشکی تبریز - مناطق محروم	9273	2757	نظام جدید	تبریز	زن
داروسازی - دانشگاه علوم پزشکی زنجان - پردیس خودگردان یا ظرفیت مازاد	9273	2757	نظام جدید	تبریز	زن
پزشکی - دانشگاه آزاد اسلامی واحد تنکابن - دانشگاه آزاد	9273	2757	نظام جدید	تهران	زن
پزشکی - دانشگاه آزاد اسلامی واحد ساری - پردیس خودگردان یا ظرفیت مازاد	9286	2762	نظام جدید	تهران	مرد
پزشکی - دانشگاه علوم پزشکی شهید بهشتی - مناطق محروم	9286	2762	نظام جدید	تهران	زن
پزشکی - دانشگاه آزاد اسلامی واحد یزد - دانشگاه آزاد	9308	2769	نظام جدید	تهران	زن
فیزیوتراپی - دانشگاه علوم پزشکی تهران - پردیس خودگردان یا ظرفیت مازاد	9320	2774	نظام جدید	تهران	مرد
پزشکی - دانشگاه علوم پزشکی مشهد - مناطق محروم	9352	2785	نظام جدید	نیشابور	مرد
دکتری عمومی دامپزشکی - دانشگاه فردوسی مشهد - روزانه	9372	2793	نظام جدید	مشهد	زن
فیزیوتراپی - دانشگاه علوم پزشکی تهران - پردیس خودگردان یا ظرفیت مازاد	9384	2798	نظام جدید	تهران	مرد
فیزیوتراپی - دانشگاه علوم پزشکی اصفهان - پردیس خودگردان یا ظرفیت مازاد	9394	2800	نظام جدید	اصفهان	زن
پزشکی - دانشگاه علوم پزشکی مشهد - مناطق محروم	9426	2805	نظام جدید	مشهد	زن
پزشکی - دانشگاه علوم پزشکی ارتش جمهوری اسلامی ایران - روزانه	9441	2809	نظام جدید	تهرانسر	مرد
پزشکی - دانشگاه آزاد اسلامی واحد یزد - پردیس خودگردان یا ظرفیت مازاد	9525	2827	نظام جدید	تهران	مرد
پزشکی - دانشگاه علوم پزشکی شهید بهشتی - مناطق محروم	9525	2827	نظام جدید	تهران	مرد
فیزیوتراپی - دانشگاه علوم پزشکی تبریز - روزانه	9584	2845	نظام جدید	تبریز	زن
اعضای مصنوعی و وسایل کمکی - دانشگاه علوم پزشکی شیراز - روزانه	9611	2856	نظام جدید	اصفهان	زن
پزشکی - دانشگاه علوم پزشکی دزفول - پردیس خودگردان یا ظرفیت مازاد	9654	2873	نظام جدید	تهران	مرد
دکتری عمومی دامپزشکی - دانشگاه شهرکرد - روزانه	9666	2878	نظام جدید	اصفهان	زن
پزشکی - دانشگاه علوم پزشکی تبریز - مناطق محروم	9700	2887	نظام جدید	تبریز	زن
پزشکی - دانشگاه علوم پزشکی جیرفت - پردیس خودگردان یا ظرفیت مازاد	9722	2891	نظام جدید	مشهد	مرد
پزشکی - دانشگاه علوم پزشکی رفسنجان - پردیس خودگردان یا ظرفیت مازاد	9722	2891	نظام جدید	مشهد	زن
دکتری عمومی دامپزشکی - دانشگاه تهران - روزانه	9754	2897	نظام جدید	تهران	زن
پزشکی - دانشگاه علوم پزشکی ایران - مناطق محروم	9768	2900	نظام جدید	تهران	زن
پزشکی - دانشگاه علوم پزشکی رفسنجان - پردیس خودگردان یا ظرفیت مازاد	9781	2905	نظام جدید	شیراز	زن
پزشکی - دانشگاه علوم پزشکی تهران - مناطق محروم	9792	2912	نظام جدید	تهران	مرد
داروسازی - دانشگاه علوم پزشکی بیرجند - روزانه	9792	2912	نظام جدید	مشهد	مرد
پزشکی - دانشگاه آزاد اسلامی واحد زاهدان - دانشگاه آزاد	9801	2916	نظام جدید	مشهد	زن
داروسازی - دانشگاه علوم پزشکی زنجان - پردیس خودگردان یا ظرفیت مازاد	9811	2918	نظام جدید	تبریز	زن
فیزیوتراپی - دانشگاه علوم پزشکی گیلان - رشت - پردیس خودگردان یا ظرفیت مازاد	9811	2918	نظام جدید	اصفهان	مرد
فیزیوتراپی - دانشگاه علوم بهزیستی و توانبخشی تهران - پردیس خودگردان یا ظرفیت مازاد	9847	2925	نظام جدید	تهران	مرد
پرستاری - دانشکده علوم پزشکی مراغه - روزانه	9879	2937	نظام جدید	تبریز	مرد
علوم و مهندسی صنایع غذایی - دانشگاه علوم پزشکی شهید بهشتی - روزانه	9929	2946	نظام جدید	اصفهان	زن
فیزیوتراپی - دانشگاه علوم پزشکی کرمانشاه - روزانه	9943	2950	نظام جدید	تبریز	مرد
داروسازی - دانشگاه علوم پزشکی مازندران - ساری - پردیس خودگردان یا ظرفیت مازاد	9943	2950	نظام جدید	مشهد	مرد
فیزیوتراپی - دانشگاه علوم پزشکی تبریز - پردیس خودگردان یا ظرفیت مازاد	9961	2954	نظام جدید	تبریز	زن
داروسازی - دانشگاه علوم پزشکی اردبیل - روزانه	9961	2954	نظام جدید	تبریز	مرد
پزشکی - دانشکده علوم پزشکی آبادان - پردیس خودگردان یا ظرفیت مازاد	9975	2957	نظام جدید	اصفهان	مرد
پرستاری - دانشگاه علوم پزشکی تهران - روزانه	10013	2966	نظام جدید	تهران	زن
پزشکی - دانشگاه علوم پزشکی گناباد - پردیس خودگردان یا ظرفیت مازاد	8308	2497	نظام جدید	گناباد	مرد
پزشکی - دانشگاه علوم پزشکی شاهرود - پردیس خودگردان یا ظرفیت مازاد	8333	2502	نظام جدید	شاهرود	مرد
پزشکی - دانشگاه علوم پزشکی بم - روزانه	8369	2517	نظام جدید	بم	زن
پزشکی - دانشگاه علوم پزشکی کردستان - سنندج - پردیس خودگردان یا ظرفیت مازاد	8423	2528	نظام جدید	سنندج	زن
پزشکی - دانشگاه علوم پزشکی یزد - پردیس خودگردان یا ظرفیت مازاد	8474	2544	نظام جدید	یزد	زن
علوم تغذیه - دانشگاه علوم پزشکی اصفهان - روزانه	8615	2577	نظام جدید	اصفهان	زن
داروسازی - دانشگاه علوم پزشکی بندر عباس - روزانه	8658	2588	نظام جدید	بندرعباس	زن
داروسازی - دانشگاه علوم پزشکی لرستان - خرم آباد - پردیس خودگردان یا ظرفیت مازاد	8667	2591	نظام جدید	خرم آباد	زن
پرستاری - دانشگاه علوم پزشکی اصفهان - روزانه	8667	2591	نظام جدید	اصفهان	زن
پزشکی - دانشگاه علوم پزشکی خراسان شمالی - بجنورد - پردیس خودگردان یا ظرفیت مازاد	8700	2599	نظام جدید	بجنورد	مرد
دکتری عمومی دامپزشکی - دانشگاه تهران - روزانه	8712	2603	نظام جدید	تهران	مرد
پزشکی - دانشگاه علوم پزشکی جیرفت - روزانه	8723	2607	نظام جدید	جیرفت	مرد
داروسازی - دانشگاه علوم پزشکی اردبیل - روزانه	8802	2625	نظام جدید	اردبیل	زن
پرستاری - دانشگاه علوم پزشکی تهران - روزانه	8828	2632	نظام جدید	تهران	زن
فیزیوتراپی - دانشگاه علوم بهزیستی و توانبخشی تهران - روزانه	8914	2658	نظام جدید	تهران	مرد
داروسازی - دانشگاه علوم پزشکی کرمان - روزانه	9141	2714	نظام جدید	کرمان	زن
زیست شناسی سلولی و مولکولی - دانشگاه اصفهان - روزانه	9220	2742	نظام جدید	اصفهان	زن
فیزیوتراپی - دانشگاه علوم پزشکی تبریز - روزانه	9252	2750	نظام جدید	تبریز	زن
پزشکی - دانشگاه علوم پزشکی زاهدان - پردیس خودگردان یا ظرفیت مازاد	9308	2769	نظام جدید	زاهدان	مرد
داروسازی - دانشگاه علوم پزشکی اردبیل - پردیس خودگردان یا ظرفیت مازاد	9472	2816	نظام جدید	اردبیل	زن
داروسازی - دانشگاه علوم پزشکی زنجان - روزانه	9611	2856	نظام جدید	زنجان	زن
پزشکی - دانشگاه علوم پزشکی بم - پردیس خودگردان یا ظرفیت مازاد	9722	2891	نظام جدید	بم	مرد
فیزیوتراپی - دانشگاه علوم پزشکی شهید بهشتی - پردیس خودگردان یا ظرفیت مازاد	9781	2905	نظام جدید	تهران	زن
فیزیوتراپی - دانشگاه علوم بهزیستی و توانبخشی تهران - پردیس خودگردان یا ظرفیت مازاد	9929	2946	نظام جدید	تهران	زن
پرستاری - دانشگاه علوم پزشکی تهران - روزانه	10013	2966	نظام جدید	تهران	زن

شما در رشته محل های زیر بصورت منطقی شانس قبولی دارید :

رشته قبولی	رتبه کشوری	رتبه در سهمیه	نظام آموزشی	شهر	جنسیت
پزشکی - دانشگاه علوم پزشکی تبریز - مناطق محروم	10032	2972	نظام جدید	تبریز	مرد
داروسازی - دانشگاه علوم پزشکی کرمان - پردیس خودگردان یا ظرفیت مازاد	10057	2979	نظام جدید	تبریز	مرد
پزشکی - دانشگاه آزاد اسلامی مرکز آموزش بین الملل قشم - پردیس خودگردان یا ظرفیت مازاد	10057	2979	نظام جدید	تبریز	زن
پزشکی - دانشگاه علوم پزشکی تبریز - مناطق محروم	10075	2982	نظام جدید	تبریز	مرد
پزشکی - دانشگاه علوم پزشکی تهران - مناطق محروم	10100	2986	نظام جدید	تهران	مرد
پزشکی - دانشگاه علوم پزشکی ایرانشهر - پردیس خودگردان یا ظرفیت مازاد	10100	2986	نظام جدید	تبریز	مرد
داروسازی - دانشگاه آزاد اسلامی واحد آیت اله املی - پردیس خودگردان یا ظرفیت مازاد	10100	2986	نظام جدید	تهران	زن
داروسازی - دانشگاه علوم پزشکی زنجان - پردیس خودگردان یا ظرفیت مازاد	10182	3009	نظام جدید	تهران	زن
علوم آزمایشگاهی - دانشگاه علوم پزشکی شهید بهشتی - روزانه	10265	3029	نظام جدید	مشهد	زن
پزشکی - دانشگاه آزاد اسلامی مرکز آموزش بین الملل قشم - پردیس خودگردان یا ظرفیت مازاد	10265	3029	نظام جدید	تهران	مرد
پزشکی - دانشگاه آزاد اسلامی مرکز آموزش بین الملل قشم - پردیس خودگردان یا ظرفیت مازاد	10277	3033	نظام جدید	کرمانشاه	زن
دکتری عمومی دامپزشکی - دانشگاه تهران - نوبت دوم (شبانه)	10312	3042	نظام جدید	تهران	زن
پزشکی - دانشگاه علوم پزشکی تبریز - مناطق محروم	10338	3050	نظام جدید	تبریز	مرد
پزشکی - دانشگاه علوم پزشکی تبریز - مناطق محروم	10338	3050	نظام جدید	تبریز	زن
پزشکی - دانشگاه آزاد اسلامی واحد زاهدان - دانشگاه آزاد	10352	3057	نظام جدید	تهران	زن
فیزیوتراپی - دانشگاه علوم پزشکی بابل - روزانه	10424	3080	نظام جدید	تهران	زن
پزشکی - دانشگاه علوم پزشکی اصفهان - مناطق محروم	10424	3080	نظام جدید	اصفهان	زن
فیزیوتراپی - دانشگاه علوم پزشکی بابل - پردیس خودگردان یا ظرفیت مازاد	10513	3101	نظام جدید	تهران	مرد
پزشکی - دانشگاه علوم پزشکی شیراز - مناطق محروم	10542	3109	نظام جدید	شیراز	مرد
تکنولوژی پرتوشناسی - دانشگاه علوم پزشکی مشهد - روزانه	10556	3113	نظام جدید	مشهد	زن
پزشکی - دانشگاه علوم پزشکی تهران - مناطق محروم	10556	3113	نظام جدید	تهران	مرد
پزشکی - دانشگاه آزاد اسلامی واحد زاهدان - پردیس خودگردان یا ظرفیت مازاد	10570	3116	نظام جدید	تهران	مرد
فیزیوتراپی - دانشگاه علوم پزشکی تبریز - پردیس خودگردان یا ظرفیت مازاد	10584	3118	نظام جدید	تبریز	زن
پرستاری - دانشگاه علوم پزشکی تهران - روزانه	10649	3136	نظام جدید	تبریز	زن
فیزیوتراپی - دانشگاه علوم پزشکی سمنان - روزانه	10661	3139	نظام جدید	مشهد	زن
فیزیوتراپی - دانشگاه علوم پزشکی کرمان - روزانه	10682	3145	نظام جدید	شیراز	زن
پزشکی - دانشگاه علوم پزشکی ایران - مناطق محروم	10693	3149	نظام جدید	تهران	مرد
پزشکی - دانشگاه علوم پزشکی گناباد - مناطق محروم	10722	3157	نظام جدید	مشهد	مرد
کاردرمانی - دانشگاه علوم پزشکی مشهد - روزانه	10759	3169	نظام جدید	مشهد	زن
کاردرمانی - دانشگاه علوم پزشکی مشهد - روزانه	10786	3178	نظام جدید	مشهد	زن
فیزیوتراپی - دانشگاه علوم پزشکی همدان - پردیس خودگردان یا ظرفیت مازاد	10786	3178	نظام جدید	اسلام‌شهر	زن
دکتری عمومی دامپزشکی - دانشگاه تهران - نوبت دوم (شبانه)	10803	3185	نظام جدید	تهران	زن
علوم آزمایشگاهی - دانشگاه علوم پزشکی شیراز - روزانه	10844	3195	نظام جدید	شیراز	زن
پزشکی - دانشگاه علوم پزشکی گناباد - مناطق محروم	10844	3195	نظام جدید	مشهد	زن
آموزش شیمی - دانشگاه فرهنگیان - پردیس فاطمه الزهرا اصفهان - فرهنگیان	10844	3195	نظام جدید	مشهد	زن
دکتری عمومی دامپزشکی - دانشگاه آزاد اسلامی واحد دوره عالی علوم تحقیقات تهران - دانشگاه آزاد	10867	3201	نظام جدید	تهران	مرد
پزشکی - دانشگاه علوم پزشکی اصفهان - مناطق محروم	10904	3210	نظام جدید	اصفهان	زن
فیزیوتراپی - دانشگاه علوم پزشکی همدان - روزانه	10948	3220	نظام جدید	مشهد	مرد
پزشکی - دانشگاه علوم پزشکی شهید بهشتی - مناطق محروم	10981	3229	نظام جدید	کرج	مرد
پزشکی - دانشگاه علوم پزشکی ایران - مناطق محروم	11046	3251	نظام جدید	تهران	زن
داروسازی - دانشگاه آزاد اسلامی واحد آیت اله املی - پردیس خودگردان یا ظرفیت مازاد	11063	3256	نظام جدید	تهران	مرد
پزشکی - دانشگاه علوم پزشکی شهید بهشتی - مناطق محروم	11080	3262	نظام جدید	تهران	زن
زیست فناوری - دانشگاه شهید بهشتی - تهران - روزانه	11094	3268	نظام جدید	تهران	مرد
پرستاری - دانشگاه علوم پزشکی تبریز - روزانه	11119	3275	نظام جدید	تبریز	مرد
داروسازی - دانشگاه علوم پزشکی ارومیه - روزانه	11186	3289	نظام جدید	تبریز	مرد
پزشکی - دانشگاه علوم پزشکی شهید بهشتی - مناطق محروم	11202	3293	نظام جدید	تهران	زن
بینایی سنجی - دانشگاه علوم پزشکی مشهد - روزانه	11267	3311	نظام جدید	مشهد	زن
ساخت پروتز های دندانی - دانشگاه علوم پزشکی اصفهان - روزانه	11267	3311	نظام جدید	اصفهان	مرد
پزشکی - دانشگاه علوم پزشکی ایران - مناطق محروم	11267	3311	نظام جدید	تهران	زن
دکتری عمومی دامپزشکی - دانشگاه تهران - روزانه	11280	3316	نظام جدید	تهران	زن
تکنولوژی اتاق عمل - دانشگاه علوم پزشکی شهید بهشتی - روزانه	11306	3322	نظام جدید	تهران	زن
بینایی سنجی - دانشگاه علوم پزشکی ایران - روزانه	11337	3331	نظام جدید	اصفهان	مرد
زیست فناوری - دانشگاه شهید بهشتی - تهران - روزانه	11350	3335	نظام جدید	تهران	زن
پرستاری - دانشگاه علوم پزشکی ایران - روزانه	11350	3335	نظام جدید	تهران	زن
بینایی سنجی - دانشگاه علوم پزشکی مشهد - پردیس خودگردان یا ظرفیت مازاد	11420	3356	نظام جدید	تهران	مرد
روانشناسی - دانشگاه فردوسی مشهد - روزانه	11443	3366	نظام جدید	مشهد	زن
پزشکی - دانشگاه علوم پزشکی تربت حیدریه - مناطق محروم	11443	3366	نظام جدید	مشهد	زن
دکتری عمومی دامپزشکی - دانشگاه تهران - نوبت دوم (شبانه)	11513	3387	نظام جدید	کرج	زن
بینایی سنجی - دانشگاه علوم پزشکی ایران - روزانه	11513	3387	نظام جدید	مشهد	زن
دکتری عمومی دامپزشکی - دانشگاه تهران - روزانه	11528	3393	نظام جدید	تهران	زن
هوشبری - دانشگاه علوم پزشکی ایران - روزانه	11540	3398	نظام جدید	تهران	زن
پزشکی - دانشگاه علوم پزشکی شیراز - مناطق محروم	11637	3423	نظام جدید	شیراز	مرد
ساخت پروتز های دندانی - دانشگاه علوم پزشکی سبزوار - روزانه	11653	3427	نظام جدید	تبریز	مرد
پزشکی - دانشگاه علوم پزشکی ارتش جمهوری اسلامی ایران - روزانه	11653	3427	نظام جدید	تبریز	مرد
آموزش شیمی - دانشگاه فرهنگیان - پردیس فاطمه الزهرا اصفهان - فرهنگیان	11690	3438	نظام جدید	اصفهان	زن
علوم آزمایشگاهی - دانشگاه علوم پزشکی تهران - روزانه	11796	3469	نظام جدید	تهران	مرد
پزشکی - دانشگاه علوم پزشکی شهید بهشتی - مناطق محروم	11855	3489	نظام جدید	کرج	زن
علوم آزمایشگاهی - دانشگاه علوم پزشکی تهران - روزانه	11888	3502	نظام جدید	تهران	زن
پزشکی - دانشگاه علوم پزشکی ایران - مناطق محروم	11902	3506	نظام جدید	تهران	مرد
پزشکی - دانشگاه علوم پزشکی گناباد - مناطق محروم	11952	3516	نظام جدید	مشهد	زن
پزشکی - دانشگاه علوم پزشکی شیراز - مناطق محروم	11969	3522	نظام جدید	شیراز	مرد
پزشکی - دانشگاه علوم پزشکی شیراز - مناطق محروم	11984	3528	نظام جدید	شیراز	مرد
پزشکی - دانشگاه علوم پزشکی شهید بهشتی - مناطق محروم	11984	3528	نظام جدید	تهران	زن
گفتار درمانی - دانشگاه علوم بهزیستی و توانبخشی تهران - روزانه	12033	3536	نظام جدید	تهران	زن
شنوایی شناسی - دانشگاه علوم پزشکی شهید بهشتی - روزانه	12138	3571	نظام جدید	اصفهان	زن
بینایی سنجی - دانشگاه علوم پزشکی شهید بهشتی - پردیس خودگردان یا ظرفیت مازاد	12203	3584	نظام جدید	تهران	مرد
علوم آزمایشگاهی - دانشگاه علوم پزشکی تهران - روزانه	12221	3589	نظام جدید	تهران	مرد
بینایی سنجی - دانشگاه علوم پزشکی زاهدان - روزانه	12249	3597	نظام جدید	شیراز	زن
دکتری عمومی دامپزشکی - دانشگاه تهران - روزانه	10100	2986	نظام جدید	تهران	مرد
دکتری عمومی دامپزشکی - دانشگاه تهران - روزانه	10492	3096	نظام جدید	تهران	زن
فیزیوتراپی - دانشگاه علوم پزشکی بابل - پردیس خودگردان یا ظرفیت مازاد	10513	3101	نظام جدید	بابل	مرد
فیزیوتراپی - دانشگاه علوم پزشکی همدان - روزانه	10542	3109	نظام جدید	همدان	مرد
گفتار درمانی - دانشگاه علوم پزشکی مشهد - روزانه	10595	3121	نظام جدید	مشهد	مرد
علوم آزمایشگاهی - دانشگاه علوم پزشکی مشهد - روزانه	10620	3129	نظام جدید	مشهد	زن
داروسازی - دانشگاه علوم پزشکی زابل - روزانه	10919	3214	نظام جدید	زابل	زن
ساخت پروتز های دندانی - دانشگاه علوم پزشکی اصفهان - روزانه	10981	3229	نظام جدید	اصفهان	مرد
دکتری عمومی دامپزشکی - دانشگاه سمنان - روزانه	10999	3236	نظام جدید	سمنان	زن
زیست فناوری - دانشگاه شهید بهشتی - تهران - روزانه	11107	3272	نظام جدید	تهران	زن
دکتری عمومی دامپزشکی - دانشگاه تهران - روزانه	11119	3275	نظام جدید	تهران	مرد
ساخت پروتز های دندانی - دانشگاه علوم پزشکی شهید بهشتی - پردیس خودگردان یا ظرفیت مازاد	11143	3283	نظام جدید	تهران	مرد
شیمی کاربردی - دانشگاه صنعتی شریف - تهران - روزانه	11173	3287	نظام جدید	تهران	زن
ساخت پروتز های دندانی - دانشگاه علوم پزشکی اصفهان - روزانه	11267	3311	نظام جدید	اصفهان	مرد
فیزیوتراپی - دانشگاه علوم پزشکی لرستان - خرم آباد - روزانه	11325	3326	نظام جدید	خرم آباد	مرد
ساخت پروتز های دندانی - دانشگاه علوم پزشکی تهران - روزانه	11350	3335	نظام جدید	تهران	زن
زیست شناسی سلولی و مولکولی - دانشگاه شهید بهشتی - تهران - روزانه	11474	3376	نظام جدید	تهران	زن
دکتری عمومی دامپزشکی - دانشگاه تهران - روزانه	11528	3393	نظام جدید	تهران	زن
کاردرمانی - دانشگاه علوم پزشکی مشهد - روزانه	11577	3407	نظام جدید	مشهد	مرد
